# AMBE-3000 rate_conversion_pairs.csv — per (source, target) rate-pair conversion configuration.
# Full 64x64 matrix over chip rate indices 0-61 + project extensions 62, 63 (P25 full-rate IMBE w/ and w/o FEC).
# Classification rules: identity pairs are passthrough; chip 33<->34 and 62<->{33,34}<->63 are normative spec §4 targets.
# Pairs involving chip 35-61 are "pending" until halfrate_bit_allocations.csv is resolved for those indices.
# Cross-generation pairs (AMBE-1000 <-> AMBE-2000 <-> AMBE+2) are out of current spec scope.
# See rate_conversion_pairs_sources.md for full classification rules and examples.
source_rate,target_rate,supported,voicing_xform,magnitude_xform,unvoiced_compensation,predictor_rho,category,notes
0,0,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
0,38,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,39,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,40,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,41,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,42,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,43,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,44,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,45,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,46,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,47,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,48,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,49,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,50,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,51,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,52,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,53,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,54,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,55,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,56,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,57,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,58,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,59,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,60,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,61,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,62,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
0,63,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,0,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,1,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
1,2,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,3,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,4,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,5,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,6,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,7,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,8,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,9,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,10,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,11,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,12,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,13,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,14,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,15,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
1,16,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,17,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,18,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,19,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,20,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,21,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,22,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,23,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,24,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,25,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,26,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,27,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,28,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,29,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,30,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,31,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,32,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,33,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,34,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,35,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,36,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,37,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,38,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,39,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,40,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,41,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,42,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,43,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,44,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,45,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,46,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,47,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,48,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,49,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,50,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,51,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,52,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,53,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,54,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,55,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,56,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,57,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,58,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,59,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,60,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,61,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,62,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
1,63,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
2,0,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,1,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,2,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
2,3,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,4,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,5,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,6,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,7,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,8,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,9,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,10,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,11,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
2,12,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
